fault_id,year,python_pressure_psi,matlab_pressure_psi,absolute_error_psi,relative_error
CMP_FAULT_01,2020,33.94299999999991,33.94299999999991,0.0,0.0
CMP_FAULT_02,2020,26.679399999998953,26.67939999999896,7.105427357601002e-15,2.663263550754994e-16
CMP_FAULT_03,2020,20.253800000005207,20.25380000000521,3.552713678800501e-15,1.754097344103125e-16
CMP_FAULT_01,2023,84.86349999999977,84.86349999999979,1.4210854715202004e-14,1.6745543979687425e-16
CMP_FAULT_02,2023,67.16893333333077,67.16893333333077,0.0,0.0
CMP_FAULT_03,2023,52.221666666679106,52.22166666667911,7.105427357601002e-15,1.3606282240958685e-16
CMP_FAULT_01,2026,137.77349999999964,137.7734999999996,5.684341886080802e-14,4.1258601153928865e-16
CMP_FAULT_02,2026,108.35033333332893,108.350333333329,7.105427357601002e-14,6.557826948018575e-16
CMP_FAULT_03,2026,83.01520000002083,83.01520000002083,0.0,0.0
