year,x_km,y_km
2020,-0.00427096304120453,-0.004995000000008076
2020,1.045721573065459,-0.955043999999809
2020,-2.004125679508789,1.195026000000031
2023,-0.00427096304120453,-0.004995000000008076
2023,1.045721573065459,-0.955043999999809
2023,-2.004125679508789,1.195026000000031
2026,-0.00427096304120453,-0.004995000000008076
2026,1.045721573065459,-0.955043999999809
2026,-2.004125679508789,1.195026000000031
