distance_km,python_pressure_psi,matlab_pressure_psi,absolute_error_psi,relative_error
0.1,1504.0493541045098,1503.7,0.34935410450975724,0.00023232965652042112
0.2,1248.3739327242179,1248.0,0.37393272421786605,0.00029962558030277727
0.3,1098.5713048899872,1098.3,0.2713048899872774,0.00024702257123488796
0.4,992.0423603189863,991.78,0.2623603189863388,0.0002645347950012491
0.5,909.182905749207,908.95,0.23290574920690688,0.00025623604071390823
0.6,841.2745713487757,841.06,0.2145713487757348,0.0002551201445506085
0.7,783.6800913304149,783.48,0.20009133041492078,0.00025538792364185526
0.7999999999999999,733.6438604705494,733.45,0.19386047054933897,0.00026431313729543795
0.8999999999999999,689.3996083311747,689.22,0.179608331174677,0.0002605965166052596
0.9999999999999999,649.7509936119944,649.58,0.17099361199439045,0.00026323718709687867
1.0999999999999999,613.8527513862354,613.69,0.16275138623529983,0.00026520130071420393
1.2,581.087145248606,580.94,0.14714524860596612,0.0002532882029227908
1.3,550.9898033751145,550.85,0.1398033751145249,0.0002537957249968683
1.4,523.202961528719,523.07,0.13296152871896538,0.00025419452218434504
1.5,497.44479598509076,497.32,0.1247959850907705,0.0002509369924611327
1.5999999999999999,473.48865897100995,473.37,0.11865897100994971,0.00025066854893624374
1.7,451.14865882336875,451.03,0.11865882336877576,0.00026308410387064225
1.8,430.26944788867985,430.16,0.10944788867982425,0.00025443530007398233
1.9,410.7188838871258,410.61,0.1088838871257849,0.0002651759263675626
2.0,392.38270187941816,392.28,0.10270187941819131,0.00026180758493471836
2.0999999999999996,375.16062059162726,375.06,0.100620591627262,0.00026827865308820455
2.1999999999999997,358.9634868002165,358.87,0.09348680021651035,0.00026050324690420025
2.3,343.7111779931788,343.62,0.09117799317880326,0.0002653454198789455
2.4,329.33106129466967,329.25,0.0810612946696665,0.0002461998319503918
2.5,315.7568601483931,315.67,0.08686014839310019,0.00027516123924699906
2.6,302.92781817860674,302.85,0.07781817860671936,0.0002569528763636102
2.6999999999999997,290.7880772875354,290.71,0.07807728753539322,0.0002685744815637344
2.8,279.28620769489316,279.21,0.07620769489318491,0.00027294042080579104
2.9,268.37484335543866,268.31,0.06484335543865427,0.0002416732713601963
3.0,258.01038833916016,257.94,0.07038833916016074,0.00027288648197317493
3.0999999999999996,248.15276920590193,248.09,0.06276920590192958,0.00025300981862199035
3.1999999999999997,238.76521575210054,238.7,0.0652157521005563,0.0002732121998347562
3.3,229.81405817926452,229.75,0.06405817926452073,0.00027881688472043844
3.4,221.268533052215,221.21,0.05853305221498317,0.00026460400621573695
3.5,213.10059363235615,213.05,0.050593632356140006,0.00023747304555803804
3.5999999999999996,205.2847224949657,205.23,0.05472249496571635,0.00026663984293581034
3.6999999999999997,197.79774594541504,197.75,0.047745945415044844,0.0002414459945135011
3.8,190.61865078820992,190.57,0.04865078820992608,0.00025529090733025176
3.9,183.72840460446562,183.68,0.048404604465616785,0.00026352681002622376
3.9999999999999996,177.10978096841419,177.06,0.04978096841418278,0.0002811531029830723
4.1,170.74719107438958,170.7,0.047191074389587584,0.00027645620614872636
4.199999999999999,164.6265231284062,164.58,0.04652312840619288,0.00028267789771656873
4.299999999999999,158.7349906434969,158.69,0.044990643496902294,0.00028351278276452386
4.3999999999999995,153.06099051215543,153.02,0.04099051215541749,0.0002678768275742876
4.499999999999999,147.59397144719827,147.56,0.033971447198268834,0.0002302212469386611
4.6,142.32431310849645,142.29,0.03431310849646252,0.0002411491214875432
4.699999999999999,137.24321598333069,137.21,0.033215983330677545,0.00024208135945395776
4.799999999999999,132.34260187189193,132.31,0.0326018718919272,0.00024640519909248886
4.8999999999999995,127.61502465095077,127.58,0.03502465095077412,0.00027453089003585295
4.999999999999999,123.05359084854156,123.02,0.033590848541564355,0.0002730519309182601
5.1,118.65188945875256,118.62,0.03188945875255911,0.00026883711644376247
5.199999999999999,114.40393035490695,114.37,0.03393035490694274,0.00029667180997589173
5.299999999999999,110.3040906172722,110.28,0.024090617272193526,0.00021844955814466382
5.3999999999999995,106.34706807335158,106.32,0.02706807335158601,0.00025459060714433797
5.499999999999999,102.52784135024046,102.5,0.027841350240464635,0.00027162292917526473
5.599999999999999,98.84163575527062,98.816,0.02563575527061346,0.00025942919436744514
5.699999999999999,95.28389432941464,95.259,0.024894329414635763,0.00026133309623905106
5.799999999999999,91.8502534544193,91.826,0.02425345441930915,0.0002641240435095632
5.8999999999999995,88.53652243661749,88.514,0.022522436617492758,0.000254450557171665
5.999999999999999,85.33866653558132,85.316,0.022666535581322478,0.0002656774295715045
6.099999999999999,82.25279295240286,82.231,0.021792952402861943,0.00026502112831975705
6.199999999999999,79.27513933902854,79.255,0.020139339028546033,0.00025410811972173406
6.299999999999999,76.4020644356471,76.382,0.020064435647100254,0.00026268539246288724
6.3999999999999995,73.63004048686705,73.611,0.019040486867041295,0.00025866360825204515
6.499999999999999,70.95564712876302,70.937,0.018647128763021215,0.0002628688662196204
6.599999999999999,68.3755664774749,68.358,0.01756647747490092,0.0002569776394116405
6.699999999999999,65.88657918569258,65.869,0.017579185692582655,0.0002668810167542039
6.799999999999999,63.48556126597729,63.469,0.016561265977287576,0.0002609347236806563
6.8999999999999995,61.169481509446086,61.154,0.015481509446082953,0.00025315612136708884
6.999999999999999,58.935399354959074,58.92,0.015399354959072298,0.00026136040324291067
7.099999999999999,56.780463087709094,56.766,0.0144630877090961,0.0002547843376157577
7.199999999999999,54.70190826717171,54.688,0.013908267171707678,0.00025432027449728785
7.299999999999999,52.69705630290164,52.683,0.014056302901643392,0.00026680908265746807
7.3999999999999995,50.763313112846845,50.75,0.013313112846844888,0.0002623273467358599
7.499999999999999,48.89816781287258,48.885,0.013167812872580953,0.0002693630535456879
7.599999999999999,47.09919139825165,47.087,0.012191398251644614,0.00025891218917418
7.699999999999999,45.36403538814981,45.352,0.012035388149811865,0.00026537723032747987
7.799999999999999,43.69043041280981,43.679,0.011430412809808388,0.00026169126605023895
7.899999999999999,42.07618473038173,42.065,0.01118473038173562,0.00026589160541389803
7.999999999999999,40.519182666314634,40.509,0.010182666314634048,0.00025136800006502375
8.1,39.01738297307642,39.007,0.010382973076424662,0.0002661823025719656
8.2,37.568817111832416,37.559,0.009817111832418846,0.0002613784134939388
8.299999999999999,36.171587460726954,36.162,0.009587460726955044,0.0002651252897227765
8.399999999999999,34.82386545668499,34.815,0.008865456684993944,0.0002546447417777953
8.499999999999998,33.52388967929327,33.515,0.00888967929326867,0.0002652447946671243
8.6,32.26996388642717,32.262,0.007963886427170053,0.00024685036349792486
8.7,31.060455011946438,31.052,0.008455011946438162,0.00027228558374462717
8.799999999999999,29.89379113606809,29.886,0.007791136068089344,0.0002606951772766293
8.899999999999999,28.768459439004094,28.761,0.007459439004094293,0.00025935951476284874
8.999999999999998,27.683004148190545,27.676,0.007004148190546289,0.0002530766075497286
9.1,26.63602448897744,26.629,0.007024488977439347,0.0002637909413586446
9.2,25.626172648051288,25.62,0.0061726480512867,0.00024093083728675643
9.299999999999999,24.65215175815544,24.646,0.006151758155439779,0.00024960472918281987
9.399999999999999,23.71271391189725,23.707,0.005713911897249346,0.0002410221410237207
9.499999999999998,22.806658211609793,22.801,0.005658211609794961,0.0002481562918203132
9.6,21.932828861396494,21.927,0.0058288613964947444,0.0002658303186251993
9.7,21.090113306647737,21.085,0.005113306647736238,0.00024250920786038593
9.799999999999999,20.277440425495346,20.272,0.005440425495347512,0.00026837142340901303
9.899999999999999,19.493778775876965,19.489,0.004778775876964403,0.0002452037496518242
9.999999999999998,18.7381349011273,18.733,0.005134901127298974,0.0002741099197832154
10.1,18.009551696304197,18.005,0.0045516963041976055,0.0002528017941792616
10.2,17.307106836799562,17.303,0.004106836799561364,0.00023734825172290147
10.299999999999999,16.62991127018238,16.626,0.003911270182378246,0.00023525022148311353
10.399999999999999,15.977107771673593,15.973,0.004107771673591998,0.0002571697034741124
10.499999999999998,15.347869563162886,15.344,0.003869563162886891,0.00025218738027156485
10.6,14.74139899524234,14.738,0.0033989952423407743,0.00023062798496001997
10.7,14.156926291353152,14.153,0.003926291353151257,0.0002774176042642024
10.799999999999999,13.59370835281341,13.59,0.0037083528134100874,0.00027287364337086735
10.899999999999999,13.051027623217964,13.048,0.003027623217963793,0.00023203734043254084
10.999999999999998,12.528191010470312,12.525,0.0031910104703118947,0.0002547712950348818
11.099999999999998,12.024528864518597,12.021,0.003528864518596464,0.00029355831616308657
11.2,11.539394008720825,11.536,0.00339400872082507,0.00029421018731146586
11.299999999999999,11.0721608226529,11.069,0.003160822652899853,0.00028555629712709844
11.399999999999999,10.622224374094904,10.619,0.003224374094903837,0.000303641971457184
11.499999999999998,10.188999597882734,10.186,0.002999597882734406,0.0002944824153479684
11.599999999999998,9.771920519289075,9.7694,0.0025205192890762618,0.00025800144216392635
11.7,9.370439519598486,9.368,0.002439519598485873,0.00026040986320301804
11.799999999999999,8.984026641561574,8.9817,0.0023266415615736946,0.0002590424487094531
11.899999999999999,8.612168932450222,8.6099,0.0022689324502227493,0.0002635259933591272
11.999999999999998,8.254369822488037,8.2522,0.0021698224880370987,0.00026293866945021916
12.099999999999998,7.9101485364932325,7.9081,0.0020485364932323336,0.0002590428160028747
12.2,7.579039536644818,7.5771,0.0019395366448184959,0.0002559734786156308
12.299999999999999,7.260591994363809,7.2587,0.0018919943638087133,0.00026065195748670053
12.399999999999999,6.954369289387723,6.9526,0.0017692893877230276,0.0002544788119154025
12.499999999999998,6.659948534207983,6.6582,0.0017485342079828214,0.0002626136505336009
12.599999999999998,6.3769201221328995,6.3753,0.0016201221328993043,0.00025412484634437663
12.7,6.1048872973345105,6.1033,0.0015872973345105734,0.0002600719831092316
12.799999999999999,5.843465745332731,5.8419,0.0015657453327309057,0.0002680198792740214
12.899999999999999,5.592283202464942,5.5908,0.001483202464942046,0.0002652934222190109
12.999999999999998,5.350979082983019,5.3496,0.001379082983019586,0.00025779179434342497
13.099999999999998,5.119204122510438,5.1179,0.0013041225104384324,0.0002548159421712875
13.2,4.896620036681227,4.8953,0.0013200366812275988,0.0002696538886743609
13.299999999999999,4.6828991938678906,4.6817,0.001199193867890358,0.0002561449618494047
13.399999999999999,4.477724300987331,4.4766,0.0011243009873309617,0.00025115064721685244
13.499999999999998,4.280788101452479,4.2797,0.0010881014524786181,0.00025424713238746127
13.599999999999998,4.0917930844114005,4.0907,0.0010930844114005467,0.00026721206918144737
13.7,3.910451204486309,3.9094,0.0010512044863086878,0.00026889151437782977
13.799999999999999,3.7364836112910935,3.7355,0.000983611291093478,0.00026331449366710693
13.899999999999999,3.569620388068142,3.5687,0.0009203880681418752,0.00025790569903378686
13.999999999999998,3.40960029884352,3.4087,0.0009002988435198311,0.0002641179462903251
14.099999999999998,3.256170543553458,3.2553,0.0008705435534577255,0.00026742344897789005
14.2,3.109086520645455,3.1083,0.0007865206454553686,0.0002530388461394874
14.299999999999999,2.9681115967037086,2.9673,0.0008115967037087835,0.0002735135320691482
14.399999999999999,2.8330168826912367,2.8323,0.0007168826912367088,0.00025310973104427807
14.499999999999998,2.7035810164405203,2.7029,0.0006810164405202102,0.0002519576900811018
14.599999999999998,2.5795899510602505,2.5789,0.0006899510602504932,0.0002675369577147207
14.7,2.4608367489586906,2.4602,0.0006367489586907027,0.0002588199978419245
14.799999999999999,2.347121381213958,2.3465,0.000621381213958383,0.00026481193861426937
14.899999999999999,2.2382505320485144,2.2377,0.0005505320485146292,0.00024602585177397744
14.999999999999998,2.1340374081896964,2.1335,0.0005374081896962757,0.00025189040998184936
15.099999999999998,2.0343015529199615,2.0338,0.0005015529199616786,0.0002466087717384594
15.199999999999998,1.9388686646403752,1.9384,0.00046866464037531586,0.00024177911699098013
15.299999999999999,1.8475704197884617,1.8471,0.00047041978846174004,0.0002546801951500948
15.399999999999999,1.7602442999672516,1.7598,0.0004442999672515935,0.0002524718531944502
15.499999999999998,1.6767334231563609,1.6763,0.00043342315636096806,0.0002585594203668604
15.599999999999998,1.5968863788882235,1.5965,0.0003863788882234598,0.0002420162156113121
15.699999999999998,1.5205570672835127,1.5202,0.000357067283512702,0.00023488178102401132
15.799999999999999,1.447604541849281,1.4472,0.00040454184928084835,0.0002795341689336984
15.899999999999999,1.3778928559516732,1.3775,0.0003928559516732655,0.00028519488324737965
15.999999999999998,1.3112909128823211,1.311,0.0002909128823211926,0.00022190151206803404
16.099999999999998,1.2476723194437187,1.2473,0.00037231944371862724,0.0002985003156567203
16.2,1.1869152429842786,1.1866,0.0003152429842785409,0.00026566912546649327
16.3,1.1289022718183455,1.1286,0.00030227181834541206,0.0002678290079261138
16.4,1.0735202789702905,1.0732,0.00032027897029052177,0.0002984336286717497
16.5,1.0206602891851337,1.0204,0.0002602891851337663,0.0002550854421146279
16.6,0.9702173491508194,0.96997,0.0002473491508193648,0.0002473491508193648
16.7,0.9220904008795439,0.92185,0.00024040087954391165,0.00024040087954391165
16.8,0.8761821581973719,0.87595,0.00023215819737187893,0.00023215819737187893
16.9,0.832398986292857,0.83218,0.000218986292856993,0.000218986292856993
17.0,0.7906507842765589,0.79045,0.0002007842765588963,0.0002007842765588963
17.1,0.750850870704266,0.75066,0.00019087070426604402,0.00019087070426604402
17.2,0.7129158720174275,0.71273,0.00018587201742747972,0.00018587201742747972
17.3,0.6767656138547987,0.67659,0.00017561385479869518,0.00017561385479869518
17.4,0.6423230151896745,0.64216,0.00016301518967454243,0.00016301518967454243
17.5,0.6095139852473049,0.60936,0.0001539852473049219,0.0001539852473049219
17.6,0.5782673231572343,0.57812,0.00014732315723431366,0.00014732315723431366
17.7,0.5485146202953461,0.54837,0.00014462029534612064,0.00014462029534612064
17.8,0.5201901652704172,0.52006,0.00013016527041720405,0.00013016527041720405
17.9,0.4932308515099246,0.4931,0.00013085150992458994,0.00013085150992458994
18.0,0.46757608739979806,0.46745,0.00012608739979808048,0.00012608739979808048
18.1,0.44316770893272156,0.44305,0.0001177089327215608,0.0001177089327215608
18.2,0.419949894819506,0.41984,0.00010989481950601787,0.00010989481950601787
18.3,0.39786908401798754,0.39777,9.908401798752742e-05,9.908401798752742e-05
18.4,0.37687389563382334,0.37678,9.389563382333765e-05,9.389563382333765e-05
18.5,0.35691505114753486,0.35682,9.505114753483035e-05,9.505114753483035e-05
18.6,0.3379452989221064,0.33786,8.529892210640266e-05,8.529892210640266e-05
18.7,0.31991934094547136,0.31984,7.934094547135118e-05,7.934094547135118e-05
18.8,0.30279376176224465,0.30272,7.37617622446618e-05,7.37617622446618e-05
18.9,0.28652695954914004,0.28645,7.695954914005432e-05,7.695954914005432e-05
19.0,0.2710790792886095,0.27101,6.907928860955259e-05,6.907928860955259e-05
19.1,0.2564119479953903,0.25635,6.194799539027684e-05,6.194799539027684e-05
19.2,0.2424890119508173,0.24243,5.901195081728372e-05,5.901195081728372e-05
19.3,0.22927527589997215,0.22922,5.527589997214588e-05,5.527589997214588e-05
19.4,0.21673724416699505,0.21668,5.724416699504076e-05,5.724416699504076e-05
19.5,0.2048428636441573,0.20479,5.286364415729716e-05,5.286364415729716e-05
19.6,0.1935614686106213,0.19351,5.146861062130248e-05,5.146861062130248e-05
19.7,0.18286372733715528,0.18282,4.372733715526933e-05,4.372733715526933e-05
19.8,0.17272159043345653,0.17268,4.1590433456528686e-05,4.1590433456528686e-05
19.9,0.16310824089514295,0.16307,3.82408951429547e-05,3.82408951429547e-05
20.0,0.1539980458079155,0.15396,3.804580791549883e-05,3.804580791549883e-05
