807.57,-484.54,0.41374,1377.5,341.95
837.43,-502.46,0.50006,1675.1,502.57
719.03,-431.42,0.50381,1449.1,438.04
995.77,-597.46,0.48855,1947,570.71
1759,-1055.4,0.22745,2276.8,310.72
