circle_id,point_index,python_x_psi,matlab_x_psi,x_absolute_error_psi,x_relative_error,python_y_psi,matlab_y_psi,y_absolute_error_psi,y_relative_error
circle1,56,1846.3949989511066,1846.4,0.0050010488935186,2.708540345276538e-06,734.101834661084,734.1,0.0018346610839898858,2.4991977714070097e-06
circle1,57,1823.1807983679296,1823.2,0.019201632070462438,1.0531829788537976e-05,728.8586762426562,728.86,0.0013237573438118488,1.8162024858159988e-06
circle1,58,1800.144639732474,1800.1,0.04463973247402464,2.479847368147583e-05,722.8816189199565,722.88,0.0016189199565133094,2.2395417725117716e-06
circle1,59,1777.309718503794,1777.3,0.009718503794147182,5.4681279435926305e-06,716.1766810830554,716.18,0.0033189169445222433,4.634193840266754e-06
circle1,60,1754.6990275119338,1754.7,0.0009724880662815849,5.542189925808314e-07,708.7506140360014,708.75,0.0006140360013660029,8.663647285587342e-07
circle1,61,1732.335333806096,1732.3,0.035333806096105036,2.0397047910930575e-05,700.6108951988301,700.61,0.0008951988301078018,1.2777420106875462e-06
circle1,62,1710.2411557301534,1710.2,0.04115573015337759,2.406486384830873e-05,691.765720578436,691.77,0.004279421563978758,6.186191312110612e-06
circle1,63,1688.4387402485854,1688.4,0.03874024858532721,2.2944947041771623e-05,682.2239965158889,682.22,0.003996515888843533,5.8581042608594476e-06
circle1,64,1666.9500405456693,1667.0,0.049959454330746667,2.9969678662715456e-05,671.9953307185019,672.0,0.004669281498081546,6.948335562621348e-06
circle1,65,1645.796693920488,1645.8,0.00330607951195816,2.0087978563362255e-06,661.0900225856866,661.09,2.2585686565435026e-05,3.4164314337586445e-08
circle1,66,1625.0,1625.0,0.0,0.0,649.519052838329,649.52,0.0009471616709788577,1.4582486620563766e-06
circle1,67,1604.580899292123,1604.6,0.019100707876987144,1.1903719230329767e-05,637.2940724621357,637.29,0.004072462135695787,6.390280932849703e-06
circle1,68,1584.5599521004174,1584.6,0.04004789958253241,2.527319170928462e-05,624.4273909760785,624.43,0.002609023921422704,4.178248837215867e-06
circle1,69,1564.9573178216015,1565.0,0.04268217839853605,2.7272957443154028e-05,610.9319640377518,610.93,0.001964037751804426,3.2148327170124667e-06
circle1,70,1545.79273464675,1545.8,0.0072653532499771245,4.70006032473614e-06,596.821380398124,596.82,0.0013803981239561836,2.3129220266683145e-06
circle1,71,1527.0854996866083,1527.1,0.014500313391636155,9.49532669218529e-06,582.1098482188175,582.11,0.00015178118246694794,2.607431283897338e-07
circle1,72,1508.854449541036,1508.9,0.04555045896404408,3.018785801845323e-05,566.8121807656937,566.81,0.002180765693765352,3.847436872612255e-06
circle1,73,1491.117941332151,1491.1,0.017941332151167444,1.2032279626562567e-05,550.94378149315,550.94,0.003781493149972448,6.863711384129756e-06
circle1,74,1473.8938342202591,1473.9,0.0061657797409679915,4.1833094110645166e-06,534.520628534147,534.52,0.0006285341470402273,1.1758851811723178e-06
circle1,75,1457.1994714211974,1457.2,0.0005285788026867522,3.6273593376801546e-07,517.5592586115839,517.56,0.000741388416031441,1.4324685370419683e-06
circle1,76,1441.051662743184,1441.1,0.048337256816012086,3.3541917157735124e-05,500.07675038721874,500.08,0.0032496127812464692,6.498185852756498e-06
circle1,77,1425.4666676607667,1425.5,0.03333233923331136,2.3382910721368894e-05,482.0907072649046,482.09,0.0007072649046335755,1.4670806377099204e-06
circle1,78,1410.4601789429094,1410.5,0.03982105709064854,2.8231873158914243e-05,463.61923966545385,463.62,0.0007603345461575373,1.63999513859958e-06
circle1,79,1396.0473068517058,1396.0,0.04730685170579818,3.3887429588680644e-05,444.68094679098033,444.68,0.0009467909803220209,2.129151255559101e-06
circle1,80,1382.2425639276253,1382.2,0.042563927625224096,3.079433339981486e-05,425.29489789707816,425.29,0.004897897078137703,1.1516605323750153e-05
