917.11
743.29
799.64
816.63
830.44
793.76
925.05
829.07
889.09
872.15
917.84
949.31
796.53
822.07
809.27
830.12
934.86
943.23
1045.6
959.27
730.06
692.93
749.76
769.24
730.89
691.98
759.74
714.74
774.62
776.58
811.53
1093.4
1238.3
872.3
1009
949.41
1039.9
793.92
1244
1165.8
1921.3
1728.7
1932.8
1567.7
1607.1
1581.2
1740.1
1725
1893
1613
